Base EAN13,Digito verificador,Código de Barras,Producto,Marca,Modelo,Cantidad a la mano,Atributo,Valores Atributo,Venta con IVA,Venta sin IVA,SKU Proveedor,Largo Envio,Ancho Envio,Alto Envio,Peso completo,Dimensiones Producto,Material,Proveedor,Precio de Costo,# Variantes de producto,Observaciones,Descripción para el sitio web,Descripción SEO,Referencia interna,Nombre Base,Nombre Comercial,Categoría de Punto de venta,Subcategoría,Volumen,Imagen,Categoría del Producto,Está Publicado,Rastrear Inventario,Etiquetas,Sitio web,Disponible en PdV
780999008010,7,7809990080107,Casco,Radical Mountain,V10NC,1,Color,Azul,"$19,900","$16,723",C3430,365,225,170,300,58-62,Policarbonato,MKR,"$11,805",2,"10 ventilaciones, Certificación EN 1078","<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Radical Mountain V10NC en azul es una alternativa práctica para quienes buscan un casco para acompañar pedaleos frecuentes, con un estilo simple y fácil de combinar. </p> <p style=""margin-bottom:20px;""> Su enfoque en la ventilación ayuda a mantener una sensación más cómoda durante la ruta, ya sea en traslados del día a día o en salidas más largas. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Radical Mountain</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">V10NC</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Azul</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">58-62</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">300 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">10 ventilaciones, Certificación EN 1078</td> </tr> </table> </div>","Casco Radical Mountain V10NC azul, una opción práctica para pedalear a diario con un diseño ventilado.",CAS-RAD-V10-A,Casco Radical Mountain V10NC,Casco Radical Mountain V10NC Azul 58-62cm,Accesorios,Cascos,13961250,https://clubike.cl/imagenes/CAS-RAD-V10-A.jpg,Accesorios / Cascos,1,1,Seguridad,Clubike,TRUE
780999008011,4,7809990080114,Casco,Radical Mountain,V10NC,1,Color,Verde,"$19,900","$16,723",C3430,365,225,170,300,58-62,Policarbonato,MKR,"$11,805",2,"10 ventilaciones, Certificación EN 1078","<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Radical Mountain V10NC en color verde es una alternativa práctica para quienes pedalean seguido y buscan un casco simple de usar en sus recorridos habituales. </p> <p style=""margin-bottom:20px;""> Su diseño se siente liviano y cómodo para el día a día, y la ventilación ayuda a llevar mejor la ruta cuando sales por más tiempo o con calor. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Radical Mountain</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">V10NC</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Verde</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">58-62</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">300 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">10 ventilaciones, Certificación EN 1078</td> </tr> </table> </div>","Casco Radical Mountain V10NC verde, una opción práctica y ventilada para acompañar tus pedaleos del día a día.",CAS-RAD-V10-V,Casco Radical Mountain V10NC,Casco Radical Mountain V10NC Verde 58-62cm,Accesorios,Cascos,13961250,https://clubike.cl/imagenes/CAS-RAD-V10-V.jpg,Accesorios / Cascos,1,1,Seguridad,Clubike,TRUE
780999008012,1,7809990080121,Casco MTB,Radical Mountain,S291L,1,Color,Verde,"$12,900","$10,840",C3671,370,230,170,320,58-61,Policarbonato,MKR,"$7,136",1,"Con luz trasera, certificación EN1078","<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco MTB Radical Mountain S291L en color verde es una opción práctica para tus salidas de montaña y entrenamientos, con un diseño pensado para el uso diario sobre la bici. </p> <p style=""margin-bottom:20px;""> Incorpora luz trasera para sumar visibilidad cuando pedaleas con menos luz o te toca volver más tarde, manteniendo tu equipo simple y sin accesorios extra. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Radical Mountain</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">S291L</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Verde</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">58-61</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">320 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Con luz trasera, certificación EN1078</td> </tr> </table> </div>","Casco MTB Radical Mountain S291L verde con luz trasera, pensado para sumar visibilidad en tus salidas y entrenamientos.",CAS-RAD-S29-V,Casco MTB Radical Mountain S291L,Casco MTB Radical Mountain S291L Verde 58-61cm,Accesorios,Cascos,14467000,https://clubike.cl/imagenes/CAS-RAD-S29-V.jpg,Accesorios / Cascos,1,1,"MTB, Seguridad, Visibilidad",Clubike,TRUE
780999008013,8,7809990080138,Casco,Radical Mountain,Luz trasera,1,Color,Rojo,"$9,000","$7,563",C4063,410,230,150,295,58-62,Policarbonato,MKR,"$5,351",2,"10 ventilaciones, Certificación EN 1078","<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Radical Mountain con luz trasera en color rojo es una opción práctica para tus trayectos en bicicleta, ideal si te mueves a diario entre calles y ciclovías. </p> <p style=""margin-bottom:20px;""> La luz trasera integrada ayuda a mejorar la visibilidad en momentos de poca luz, manteniendo tu equipamiento simple y sin tener que sumar accesorios extra. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Radical Mountain</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Luz trasera</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Rojo</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">58-62</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">295 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">10 ventilaciones, Certificación EN 1078</td> </tr> </table> </div>","Casco Radical Mountain con luz trasera rojo, pensado para sumar visibilidad en tus recorridos diarios en bicicleta.",CAS-RAD-LUZ-R,Casco Radical Mountain Luz trasera,Casco Radical Mountain Luz trasera Rojo 58-62cm,Accesorios,Cascos,14145000,https://clubike.cl/imagenes/CAS-RAD-LUZ-R.jpg,Accesorios / Cascos,1,1,"Seguridad, Visibilidad",Clubike,TRUE
780999008014,5,7809990080145,Casco Infantil,Radical Mountain,Floreado,1,Color,Rosado,"$16,900","$14,202",C3520,320,210,190,215,46-54,Policarbonato,MKR,$0,1,Certificación EN 1078,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Infantil Radical Mountain Floreado en color rosado es una opción pensada para acompañar a los más chicos en sus paseos en bicicleta, ya sea en el barrio o en salidas familiares. </p> <p style=""margin-bottom:20px;""> Su estilo floreado le da un toque distinto y fácil de combinar, ideal para armar un equipo infantil sin complicaciones y con una apariencia entretenida. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Radical Mountain</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Floreado</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Rosado</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">46-54</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">215 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Certificación EN 1078</td> </tr> </table> </div>","Casco Infantil Radical Mountain Floreado rosado, ideal para acompañar paseos en bicicleta con un diseño llamativo.",CAS-RAD-FLO-R,Casco Infantil Radical Mountain Floreado,Casco Infantil Radical Mountain Floreado Rosado 46-54cm,Accesorios,Cascos,12768000,https://clubike.cl/imagenes/CAS-RAD-FLO-R.jpg,Accesorios / Cascos,1,1,"Infantil, Seguridad",Clubike,TRUE
780999008015,2,7809990080152,Casco Urbano,Radical Mountain,SK564,1,Color,Blanco,"$13,400","$11,261",C3421,350,230,220,400,59-61,Policarbonato,MKR,"$8,431",1,Certificación EN 1078,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Urbano Radical Mountain SK564 en color blanco está pensado para moverte por la ciudad con un estilo limpio y sin complicaciones, ideal para el ritmo del día a día. </p> <p style=""margin-bottom:20px;""> Es una alternativa simple para traslados y paseos urbanos, fácil de combinar con tu equipo y cómoda para usar de forma frecuente. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Radical Mountain</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">SK564</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Blanco</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">59-61</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">400 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Certificación EN 1078</td> </tr> </table> </div>","Casco Urbano Radical Mountain SK564 blanco, una opción práctica para traslados y paseos en la ciudad.",CAS-RAD-SK5-B,Casco Urbano Radical Mountain SK564,Casco Urbano Radical Mountain SK564 Blanco 59-61cm,Accesorios,Cascos,17710000,https://clubike.cl/imagenes/CAS-RAD-SK5-B.jpg,Accesorios / Cascos,1,1,"Urbano, Seguridad",Clubike,TRUE
780999008016,9,7809990080169,Casco Urbano,Defensor forever,Minimalista,1,Color,Azul,"$5,990","$5,034",,260,220,170,,59-61,Policarbonato,No registra,"$4,608",1,Certificación EN 1078,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Urbano Defensor forever Minimalista en color azul está pensado para moverte en ciudad con un estilo simple y fácil de combinar, ideal para el ritmo del día a día. </p> <p style=""margin-bottom:20px;""> Es una opción práctica para traslados y paseos urbanos, con un diseño discreto que se integra bien a tu equipamiento sin complicarte con extras. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Casco Urbano</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Defensor forever</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Minimalista</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Azul</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">59-61</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">No especificado</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Certificación EN 1078</td> </tr> </table> </div>","Casco Urbano Defensor forever Minimalista azul, una alternativa práctica para traslados y paseos en la ciudad.",CAS-DEF-MIN-A,Casco Urbano Defensor forever Minimalista,Casco Urbano Defensor forever Minimalista Azul 59-61cm,Accesorios,Cascos,9724000,https://clubike.cl/imagenes/CAS-DEF-MIN-A.jpg,Accesorios / Cascos,1,1,"Urbano, Seguridad",Clubike,TRUE
780999008017,6,7809990080176,Casco Infantil,Radical Mountain,Cohetes,1,Color,Azul,"$16,900","$14,202",C3521,320,210,190,215,46-54,Policarbonato,MKR,$0,1,Certificación EN 1078,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Infantil Radical Mountain Cohetes en color azul está pensado para acompañar paseos y salidas cortas, ideal para niños que están tomando confianza arriba de la bici. </p> <p style=""margin-bottom:20px;""> Es una alternativa práctica para el uso cotidiano, fácil de combinar con el resto del equipo y con un diseño infantil que se siente simple y funcional para pedalear en familia. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Radical Mountain</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Cohetes</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Azul</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">46-54</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">215 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Certificación EN 1078</td> </tr> </table> </div>","Casco Infantil Radical Mountain Cohetes azul, una opción práctica para paseos en bicicleta y salidas en familia.",CAS-RAD-COH-A,Casco Infantil Radical Mountain Cohetes,Casco Infantil Radical Mountain Cohetes Azul 46-54cm,Accesorios,Cascos,12768000,https://clubike.cl/imagenes/CAS-RAD-COH-A.jpg,Accesorios / Cascos,1,1,"Infantil, Seguridad",Clubike,TRUE
780999008018,3,7809990080183,Casco Enduro Abierto,Cairbull,Xtracer,2,Color,Celeste,"$34,990","$29,403",,350,230,170,432,55-61,Policarbonato y poliestireno termoformado reforzado,No registra,"$26,915",1,"22 ventilaciones, almohadillas internas coolmax y certificación EN 1078","<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Enduro Abierto Cairbull Xtracer en color celeste está pensado para salidas de montaña, con un diseño abierto y una estética que se ve bien tanto en ruta como en senderos. </p> <p style=""margin-bottom:20px;""> Su enfoque en la ventilación y el acolchado interior ayuda a mantener una sensación más cómoda durante el pedaleo, especialmente cuando la salida se alarga o te toca rodar con calor. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Cairbull</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Xtracer</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Celeste</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Policarbonato y poliestireno termoformado reforzado</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">55-61</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">432 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">22 ventilaciones, almohadillas internas coolmax y certificación EN 1078</td> </tr> </table> </div>","Casco Enduro Abierto Cairbull Xtracer celeste, pensado para salidas de montaña con buena ventilación y uso cómodo.",CAS-CAI-XTR-C,Casco Enduro Abierto Cairbull Xtracer,Casco Enduro Abierto Cairbull Xtracer Celeste 55-61cm,Accesorios,Cascos,13685000,https://clubike.cl/imagenes/CAS-CAI-XTR-C.jpg,Accesorios / Cascos,1,1,"Enduro, Montaña, Seguridad",Clubike,TRUE
780999008019,0,7809990080190,Casco Infantil,Disney,Toy Story,1,Color,Celeste,"$21,100","$17,731",50335,276,210,155,370,46-52,,No registra,"$16,231",1,"Dial de ajuste posterior, ventilación, acolchado interno, certificación EN 1078","<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El Casco Infantil Disney Toy Story en color celeste está pensado para acompañar paseos y salidas en familia, con un diseño infantil fácil de reconocer y usar en el día a día. </p> <p style=""margin-bottom:20px;""> Incorpora sistema de ajuste posterior y acolchado interior para una sensación más cómoda, además de ventilación para que el uso sea más llevadero en recorridos cortos o un poco más largos. </p> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Accesorios / Cascos</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Disney</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Toy Story</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Color: Celeste</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">No especificado</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">46-52</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">370 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Dial de ajuste posterior, ventilación, acolchado interno, certificación EN 1078</td> </tr> </table> </div>","Casco infantil Disney Toy Story celeste con ajuste posterior y acolchado interno, ideal para paseos en bicicleta.",CAS-DIS-TOY-C,Casco Infantil Disney Toy Story,Casco Infantil Disney Toy Story Celeste 46-52cm,Accesorios,Cascos,8983800,https://clubike.cl/imagenes/CAS-DIS-TOY-C.jpg,Accesorios / Cascos,1,1,"Infantil, Seguridad",Clubike,TRUE
