Base EAN13,Digito verificador,Código de Barras,Producto,Marca,Modelo,Cantidad a la mano,Atributo,Valores Atributo,Venta con IVA,Venta sin IVA,SKU Proveedor,Largo Envio,Ancho Envio,Alto Envio,Peso completo,Dimensiones Producto,Material,Proveedor,Precio de Costo,# Variantes de producto,Observaciones,Descripción para el sitio web,Descripción SEO,Referencia interna,Nombre Base,Nombre Comercial,Categoría de Punto de venta,Subcategoría,Volumen,Imagen,Categoría del Producto,Está Publicado,Rastrear Inventario,Etiquetas,Sitio web,Disponible en PdV
780999040010,3,7809990400103,Neumático Ruta,Arisun,700,2,Diseño,Metro Runner,"$8,700 ","$7,311 ",16367,700,700,33,450,32C,Caucho,Andes Industrial,"$4,935",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático Ruta Arisun 700 está pensado para quienes buscan renovar su bicicleta con una opción práctica para el uso diario y salidas recreativas en asfalto. </p> <p style=""margin-bottom:20px;""> Una alternativa simple para reemplazar un neumático desgastado: revisa la compatibilidad con tu rueda y realiza el montaje con cuidado para asegurar un buen asentamiento. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático Ruta</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Arisun</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">700</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Diseño: Metro Runner</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">32C</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">450 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 700 / Ancho: 700 / Alto: 33</td> </tr> </table> </div>","Neumático Ruta Arisun Aro 700 para bicicleta, ideal como repuesto para uso urbano y salidas recreativas en asfalto.",NEU-ARI-700-M,Neumático Ruta Arisun Aro 700,Neumático Ruta Arisun Aro 700x32C Metro Runner,Repuestos,Neumáticos y Cámaras,16170000,https://clubike.cl/imagenes/NEU-ARI-700-M.jpg,Repuestos / Neumáticos y Cámaras,1,1,"Ruta, Mantenimiento, Reparación",Clubike,TRUE
780999040011,0,7809990400110,Neumático MTB,Buffalo,26,2,,,"$8,400","$7,059",13031,685,685,37,1140,2.35,Caucho,Andes Industrial,"$4,200",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático MTB Buffalo es una alternativa práctica para renovar tu bicicleta y mantenerla lista para salidas recreativas y rutas de tierra. </p> <p style=""margin-bottom:20px;""> Ideal cuando necesitas reemplazar un neumático desgastado: revisa el estado general de la rueda y realiza el montaje con cuidado para un buen ajuste. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático MTB</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Buffalo</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">26</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">2.35""</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">1140 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 685 / Ancho: 685 / Alto: 37</td> </tr> </table> </div>","Neumático MTB Buffalo Aro 26 para bicicleta, una opción práctica como repuesto para uso recreativo y salidas en terreno.",NEU-BUF-26-0,Neumático MTB Buffalo Aro 26,Neumático MTB Buffalo Aro 26x2.35 ,Repuestos,Neumáticos y Cámaras,17361325,https://clubike.cl/imagenes/NEU-BUF-26-0.jpg,Repuestos / Neumáticos y Cámaras,1,1,"MTB, Mantenimiento, Reparación",Clubike,TRUE
780999040012,7,7809990400127,Neumático,Buffalo,26,2,Diseño,Negro Caluga,"$7,800","$6,555",13339,685,685,50,970,2.1,Caucho,Andes Industrial Industrial,"$4,626",1,MTB,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático Buffalo 26 es una opción práctica para reemplazar un neumático desgastado y mantener tu bicicleta lista para el día a día o salidas recreativas. </p> <p style=""margin-bottom:20px;""> Para un buen resultado, revisa el estado general de la rueda antes del montaje y cuida el asentamiento en la llanta para un uso más seguro. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Buffalo</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">26</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Diseño: Negro Caluga</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">2.1""</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">970 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 685 / Ancho: 685 / Alto: 50</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Observaciones</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">MTB</td> </tr> </table> </div>","Neumático Buffalo Aro 26 para bicicleta, una alternativa práctica como repuesto para renovar tu rodado y seguir pedaleando con confianza.",NEU-BUF-26-N,Neumático Buffalo Aro 26,Neumático Buffalo Aro 26x2.1 Negro Caluga,Repuestos,Neumáticos y Cámaras,23461250,https://clubike.cl/imagenes/NEU-BUF-26-N.jpg,Repuestos / Neumáticos y Cámaras,1,1,"MTB, Mantenimiento, Reparación",Clubike,TRUE
780999040013,4,7809990400134,Neumático,Wanda,20,2,,,"$5,000","$4,202",A64806 ,525,525,40,680,2.1,Caucho,Bianchi,"$2,672",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático Wanda es una alternativa práctica para renovar tu bicicleta cuando necesitas reemplazar un neumático desgastado y seguir pedaleando con confianza en el uso cotidiano. </p> <p style=""margin-bottom:20px;""> Antes de montarlo, revisa el estado de la llanta y realiza el armado con cuidado para asegurar un buen asentamiento y un rodar más estable. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Wanda</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">20</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">2.1""</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">680 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 525 / Ancho: 525 / Alto: 40</td> </tr> </table> </div>","Neumático Wanda Aro 20 para bicicleta, una opción práctica como repuesto para uso diario y salidas recreativas.",NEU-WAN-20-0,Neumático Wanda Aro 20,Neumático Wanda Aro 20x2.1 ,Repuestos,Neumáticos y Cámaras,11025000,https://clubike.cl/imagenes/NEU-WAN-20-0.jpg,Repuestos / Neumáticos y Cámaras,1,1,"Mantenimiento, Reparación",Clubike,TRUE
780999040014,1,7809990400141,Neumático,Hartex,20,1,Diseño,Cube,"$6,100","$5,126",17117,510,510,50,820,2.125,Caucho,RBUrgos,"$2,375",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático Hartex es una alternativa práctica para reemplazar un neumático desgastado y mantener tu bicicleta lista para el día a día o paseos recreativos. </p> <p style=""margin-bottom:20px;""> Si buscas un recambio simple, revisa la compatibilidad con tu rueda y realiza el montaje con cuidado para asegurar un buen ajuste antes de volver a rodar. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Hartex</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">20</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Diseño: Cube</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">2.125""</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">820 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 510 / Ancho: 510 / Alto: 50</td> </tr> </table> </div>","Neumático Hartex Aro 20 para bicicleta, una opción práctica como repuesto para renovar tu rodado en uso diario o salidas recreativas.",NEU-HAR-20-C,Neumático Hartex Aro 20,Neumático Hartex Aro 20x2.125 Cube,Repuestos,Neumáticos y Cámaras,13005000,https://clubike.cl/imagenes/NEU-HAR-20-C.jpg,Repuestos / Neumáticos y Cámaras,1,1,"Mantenimiento, Reparación",Clubike,TRUE
780999040015,8,7809990400158,Neumático MTB,Rallex,26,2,,,"$7,900","$6,639",,690,690,60,910,2.35,Caucho,No registra,"$6,077",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático MTB Rallex es una opción práctica para renovar tu bicicleta y mantenerla lista para salidas recreativas por caminos y senderos. </p> <p style=""margin-bottom:20px;""> Úsalo como reemplazo cuando el neumático actual esté gastado, revisando el estado general de la rueda y realizando el montaje con cuidado para un buen asentamiento. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático MTB</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Rallex</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">26</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">2.35""</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">910 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 690 / Ancho: 690 / Alto: 60</td> </tr> </table> </div>","Neumático MTB Rallex Aro 26 para bicicleta, pensado como repuesto para uso recreativo y salidas en terreno.",NEU-RAL-26-0,Neumático MTB Rallex Aro 26,Neumático MTB Rallex Aro 26x2.35 ,Repuestos,Neumáticos y Cámaras,28566000,https://clubike.cl/imagenes/NEU-RAL-26-0.jpg,Repuestos / Neumáticos y Cámaras,1,1,"MTB, Mantenimiento, Reparación",Clubike,TRUE
780999040016,5,7809990400165,Neumático Kevlar 60 TPI,Ralco,27.5,2,Diseño,Himalayan Trail,"$24,000","$20,168",,380,200,110,890,2.35,Caucho,No registra,"$18,462",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático Ralco 27.5 es una alternativa práctica para reemplazar un neumático desgastado y mantener tu bicicleta lista para el uso diario o salidas recreativas. </p> <p style=""margin-bottom:20px;""> Si buscas un recambio simple, revisa compatibilidad con tu rueda y realiza el montaje con cuidado para asegurar un buen ajuste antes de volver a rodar. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático Kevlar 60 TPI</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Ralco</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">27.5</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Diseño: Himalayan Trail</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">2.35""</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">890 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 380 / Ancho: 200 / Alto: 110</td> </tr> </table> </div>","Neumático Ralco Aro 27.5 para bicicleta, una opción práctica como repuesto para renovar tu rodado y seguir pedaleando con confianza.",NEU-RAL-275-H,Neumático Kevlar 60 TPI Ralco Aro 27.5,Neumático Kevlar 60 TPI Ralco Aro 27.5x2.35 Himalayan Trail,Repuestos,Neumáticos y Cámaras,8360000,https://clubike.cl/imagenes/NEU-RAL-275-H.jpg,Repuestos / Neumáticos y Cámaras,1,1,"Antipinchazos, Mantenimiento, Reparación",Clubike,TRUE
780999040017,2,7809990400172,Neumático Kevlar 60 TPI,Ralco,29,1,Diseño,Vector,"$21,000","$17,647",,435,200,120,1140,2.35,Caucho,No registra,"$16,154",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático Ralco modelo 29 es una alternativa práctica para reemplazar un neumático desgastado y mantener tu bicicleta lista para el uso cotidiano o salidas recreativas. </p> <p style=""margin-bottom:20px;""> Para un buen resultado, revisa la compatibilidad con tu rueda y el estado de la llanta antes del montaje, cuidando el asentamiento para un rodar más estable. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático Kevlar 60 TPI</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Ralco</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">29</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Diseño: Vector</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">2.35""</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">1140 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 435 / Ancho: 200 / Alto: 120</td> </tr> </table> </div>","Neumático Ralco Aro 29 para bicicleta, una opción práctica como repuesto para renovar tu rodado y seguir pedaleando en uso diario o salidas recreativas.",NEU-RAL-29-V,Neumático Kevlar 60 TPI Ralco Aro 29,Neumático Kevlar 60 TPI Ralco Aro 29x2.35 Vector,Repuestos,Neumáticos y Cámaras,10440000,https://clubike.cl/imagenes/NEU-RAL-29-V.jpg,Repuestos / Neumáticos y Cámaras,1,1,"Antipinchazos, Mantenimiento, Reparación",Clubike,TRUE
780999040018,9,7809990400189,Neumático Tritec 60 TPI,WTB,29,2,Diseño,Vigilante,"$42,300","$35,546",,355,190,150,1200,2.5,Caucho,No registra,"$32,538",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático WTB es una alternativa práctica para reemplazar un neumático desgastado y mantener tu bicicleta lista para el uso diario o salidas recreativas. </p> <p style=""margin-bottom:20px;""> Para un buen resultado, revisa el estado de la llanta y realiza el montaje con cuidado, asegurando un asentamiento correcto antes de volver a rodar. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático Tritec 60 TPI</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">WTB</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">29</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Variante</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Diseño: Vigilante</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">2.5""</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">1200 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 355 / Ancho: 190 / Alto: 150</td> </tr> </table> </div>","Neumático WTB Aro 29 para bicicleta, una opción práctica como repuesto para renovar tu rodado y seguir pedaleando en uso recreativo.",NEU-WTB-29-V,Neumático Tritec 60 TPI WTB Aro 29,Neumático Tritec 60 TPI WTB Aro 29x2.5 Vigilante,Repuestos,Neumáticos y Cámaras,10117500,https://clubike.cl/imagenes/NEU-WTB-29-V.jpg,Repuestos / Neumáticos y Cámaras,1,1,"Mantenimiento, Reparación",Clubike,TRUE
780999040019,6,7809990400196,Neumático Ruta 60 TPI,Ralco,700,1,,,"$11,200","$9,412",,400,200,70,430,23C,Caucho,No registra,"$8,615",1,,"<div style=""padding:18px 22px; max-width:900px; margin:auto;""> <p style=""margin-bottom:14px;""> El neumático Ruta Ralco 700 está pensado para quienes buscan renovar su bicicleta con una opción práctica para el uso diario y salidas recreativas en asfalto. </p> <p style=""margin-bottom:20px;""> Una alternativa simple para reemplazar un neumático desgastado: revisa compatibilidad con tu rueda y realiza el montaje con cuidado para asegurar un buen asentamiento. </p> <!-- <p style=""margin-bottom:20px;""> [Párrafo 3 opcional] </p> --> <hr style=""margin:25px 0;""> <h3 style=""margin-bottom:12px;"">Especificaciones Técnicas</h3> <table style=""width:100%; border-collapse:collapse;""> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Tipo de producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Neumático Ruta 60 TPI</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Marca</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Ralco</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Modelo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">700</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Material</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Caucho</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones Producto</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">23C</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Peso completo</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">430 g</td> </tr> <tr> <td style=""padding:8px; border-bottom:1px solid #ddd;""><b>Dimensiones de envío</b></td> <td style=""padding:8px; border-bottom:1px solid #ddd;"">Largo: 400 / Ancho: 200 / Alto: 70</td> </tr> </table> </div>","Neumático Ruta Ralco Aro 700 para bicicleta, ideal como repuesto para uso urbano y salidas recreativas en asfalto.",NEU-RAL-700-0,Neumático Ruta 60 TPI Ralco Aro 700,Neumático Ruta 60 TPI Ralco Aro 700x23C ,Repuestos,Neumáticos y Cámaras,5600000,https://clubike.cl/imagenes/NEU-RAL-700-0.jpg,Repuestos / Neumáticos y Cámaras,1,1,"Ruta, Mantenimiento, Reparación",Clubike,TRUE
